name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
R1773-37a,R1773,37,0.649122807,R,1773,D/FL,D/FL,D/FL,0,5.568344504,262,1,"(2) dans l'un sont reprsents un mouton & un belier, dans l'autre un mouton & une chevre","Velde (A), Adriaen van de",0,n/a,Adrien Vanden Velde,"Paillet, Alexandre-Joseph",D,D,0,,5,4.5,22.5,,,squ_rect,22.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-37b,R1773,37,0.649122807,R,1773,D/FL,D/FL,D/FL,0,5.568344504,262,1,"(2) dans l'un sont reprsents un mouton & un belier, dans l'autre un mouton & une chevre","Velde (A), Adriaen van de",0,n/a,Adrien Vanden Velde,"Paillet, Alexandre-Joseph",D,D,0,,5,4.5,22.5,,,squ_rect,22.5,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-38,R1773,38,0.666666667,R,1773,D/FL,D/FL,D/FL,0,3.761200116,43,1,La vue d'une tour & de plusieurs montagnes au bord de la mer ; des figures se voient sur un terrein qui est sur le premier plan de ce tableau.,"Wyck, Thomas",0,n/a,Thomas Wick,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,13,17,221,,,squ_rect,221,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-39,R1773,39,0.684210526,R,1773,D/FL,D/FL,D/FL,0,7.450660796,1721,1,Des Musiciens & des Musiciennes au nombre de sept dans une chambre.,"Hooch (P), Pieter de",0,n/a,Pierre de Hooge,"Paillet, Alexandre-Joseph",D,D,0,,38.5,46,1771,,,squ_rect,1771,toile,t,canvas,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1773-40,R1773,40,0.701754386,R,1773,D/FL,D/FL,D/FL,0,5.257495372,192,1,Antoine & Cloptre ; l'Artiste a reprsent le moment o cette Reine a pris le poison,"Geel, Joost van",0,n/a,Van Geel,Poisson,U,U,0,,68,77,5236,,,squ_rect,5236,toile,t,canvas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
R1773-41,R1773,41,0.719298246,R,1773,D/FL,D/FL,D/FL,0,4.025351691,56,1,Un Gnral tenant son bton de Commandant ; il est vu jusqu'aux genoux : une bataille se remarque dans l'loignement.,"Netscher (Co), Constantyn",0,n/a,Constantin Netscher,"Rmy, Pierre",E,E,0,,16.5,14,231,,,squ_rect,231,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1773-42,R1773,42,0.736842105,R,1773,D/FL,D/FL,D/FL,0,5.720311777,305,1,"Une Grotte proche de laquelle on voit un homme qui tire le lait d'une chevre : une femme qui nettoie la tte de son enfant ; deux enfants qui jouent, & plusieurs animaux.","Asselijn, Jan",0,n/a,Jean Asselin,"Rmy, Pierre",E,E,0,,20.5,17.75,363.875,,,squ_rect,363.875,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-43,R1773,43,0.754385965,R,1773,D/FL,D/FL,D/FL,0,6.109247583,450,1,"Une autre Grotte borde d'un ruisseau & d'une partie de terrein o l'on voit trois hommes, une femme & diffrents animaux","Asselijn, Jan",0,n/a,Jean Asselin,"Langlier, Jacques",D,D,0,,16.25,13.5,219.375,,,squ_rect,219.375,bois,b,wood,1,4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-44,R1773,44,0.771929825,R,1773,D/FL,D/FL,D/FL,0,4.521788577,92,1,Figures & animaux.,"Asselijn, Jan",0,n/a,Jean Asselin,Resler,U,U,0,,12.5,16,200,,,squ_rect,200,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-45,R1773,45,0.789473684,R,1773,G,D/FL,D/FL,1,6.802394763,900,1,"Une Fte de Village. On y voit des gens  table, d'autres qui dansent au son d'une vielle & d'une musette ; les grouppes de figures qui composent ce sujet & qui sont sur diffrents plans, sont intressants & amusants ; les fonds sont richement orns de maisons ; on trouve beaucoup d'expression, une touche grasse & savante & des effets bien entendus","Lingelbach, Johannes",0,n/a,Lingelbagh,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,31,50,1550,,,squ_rect,1550,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R1773-46,R1773,46,0.807017544,R,1773,D/FL,D/FL,D/FL,0,5.318119994,204,1,"Un Paysage dont le site est agrable & le coloris chaud & ragotant, orn de quatre figures principales, par Linguelback : deux autres sont dans l'loignement au bord d'une riviere","Wijnants, Jan; Lingelbach, Johannes",0,n/a,Weynants,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,10,12.5,125,,,squ_rect,125,toile colle sur bois,t,canvas,1,4,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-47,R1773,47,0.824561404,R,1773,D/FL,D/FL,D/FL,0,5.393627546,220,1,Un Chasseur  cheval & un homme qui porte des oiseaux pour le vol.,"Wijnants, Jan",0,n/a,Weynants,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,8.5,6.75,57.375,,,squ_rect,57.375,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1773-48,R1773,48,0.842105263,R,1773,D/FL,D/FL,D/FL,0,4.382026635,80,1,Une Vue de cteaux & de plusieurs arbres ; un Chasseur suivi de son chien s'y remarque,"Wijnants, Jan",0,n/a,Weynants,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,4.75,7.5,35.625,,,squ_rect,35.625,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-49,R1773,49,0.859649123,R,1773,D/FL,D/FL,D/FL,0,4.564348191,96,1,"Une Marine trs intressante par sa composition, orne de figures","Blanckerhoff, Jan Theuniszoon",0,n/a,Jean Maat,"Saint-Ceran, marquis de",C,C,0,,22.5,26.75,601.875,,,squ_rect,601.875,toile colle sur bois,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-50,R1773,50,0.877192982,R,1773,D/FL,D/FL,D/FL,0,5.313205979,203,1,"Un Paysage riche de composition & d'un bon effet, dans lequel on voit plusieurs figures, des vaches & des moutons","Both (J), Jan",0,n/a,Jean Both,"Donjeux, Vincent",D,D,0,,45,38,1710,,,squ_rect,1710,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-51,R1773,51,0.894736842,R,1773,D/FL,D/FL,D/FL,0,4.787491743,120,1,"Un homme, une femme & deux enfants dans une chambre basse o sont des lgumes & des ustensiles de mnage : on remarque  gauche, sur un plan loign, deux chevaux dans une curie.","Poel, Egbert van der",0,n/a,Vander Poel,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,21,18,378,,,squ_rect,378,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-52,R1773,52,0.912280702,R,1773,D/FL,D/FL,D/FL,0,3.433987204,31,1,Un Chteau incendie & beaucoup de figures avec des animaux & des bagages.,"Poel, Egbert van der",0,n/a,Vander Poel,"Lebrun, Jean-Baptiste-Pierre",D,D,0,,17,21,357,,,squ_rect,357,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R1773-53,R1773,53,0.929824561,R,1773,I,D/FL,D/FL,1,3.17805383,24,1,"Un Grouppe de sept figures, dont un Marchand de liqueurs proche d'une maison ; des difices de Rome s'apperoivent dans l'loignement.","Cerquozzi, Michelangelo",0,n/a,Michel-Ange des Batailles,"Dulac, Antoine-Charles",D,D,0,,13,16,208,,,squ_rect,208,toile,t,canvas,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R1773-54,R1773,54,0.947368421,R,1773,D/FL,D/FL,D/FL,0,3.688879454,40,1,Un March remplis de figures,"Helmont, Mattheus van",0,n/a,Van Helmont,Poisson,U,U,0,,30,55,1650,,,squ_rect,1650,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-55,R1773,55,0.964912281,R,1773,F,D/FL,D/FL,1,3.258096538,26,1,Un Paysage avec figures & animaux,"Gelle (Lorrain), Claude",0,n/a,Claude Gele,"Mercier, Charles-Andr",D,D,0,,14,20,280,,,squ_rect,280,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-56,R1773,56,0.98245614,R,1773,D/FL,D/FL,D/FL,0,3.583518938,36,1,Des vaches & des moutons dans une prairie proche d'un village,"Klomp, Albert Janszoon",0,n/a,Clomp,Unknown,,,,,9,8.5,76.5,,,squ_rect,76.5,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1773-57,R1773,57,1,R,1773,D/FL,D/FL,D/FL,0,3.583518938,36,1,Deux vaches & deux moutons dans un paysage.,"Klomp, Albert Janszoon",0,n/a,Clomp,"Dulac, Antoine-Charles",D,D,0,,8.25,10.5,86.625,,,squ_rect,86.625,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-1,L1774,1,0.007462687,R,1774,I,I,I,0,5.560681631,260,1,Portrait d'un militaire,"Vecellio, Tiziano",0,n/a,Tisiano Vecelli,"Donjeux, Vincent",D,D,0,,43,33,1419,,,squ_rect,1419,tableau,ta,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
L1774-2,L1774,2,0.014925373,R,1774,I,I,I,0,6.579251212,720,1,Diane decouvre la grotte de Calisto,"Primaticcio, Francesco",0,n/a,Francesco Primaticcio,"Rmy, Pierre; Boileau, Nicolas-Franois-Jacques",D,D,0,,18,14,252,,,squ_rect,252,cuivre,c,copper,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1774-3,L1774,3,0.02238806,R,1774,I,I,I,0,6.608000625,741,1,David et Goliath,"Caliari (Veronese), Paolo",0,n/a,Veronese,"Rmy, Pierre",E,E,0,,43,33,1419,,,squ_rect,1419,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-4,L1774,4,0.029850746,R,1774,I,I,I,0,6.684611728,800,1,Quatre Saisons de l'anne,"Giordano, Luca",0,n/a,Luca Jordano,Dubois,D,D,0,,43,36,1548,,,squ_rect,1548,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L1774-5,L1774,5,0.037313433,R,1774,I,I,I,0,6.152732695,470,1,Mtamorphoses,"Giordano, Luca",0,n/a,Luca Jordano,Vanloo,C,C,0,,43,36,1548,,,squ_rect,1548,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1774-6,L1774,6,0.044776119,R,1774,I,I,I,0,6.194405391,490,1,Ruies de plusieurs monuments,"Panini (GP), Giovanni Paolo",0,n/a,Panini,Dubois,D,D,0,,17,24,408,,,squ_rect,408,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
L1774-7a,L1774,7,0.052238806,R,1774,I,I,I,0,6.312641839,551.5,1,"(2) Arch de constantin, bas reliefs","Panini (GP), Giovanni Paolo",0,n/a,Panini,Dubois,D,D,0,,26,36,936,,,squ_rect,936,toile,t,canvas,1,44,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
L1774-7b,L1774,7,0.052238806,R,1774,I,I,I,0,6.312641839,551.5,1,"(2) Arch de constantin, bas reliefs","Panini (GP), Giovanni Paolo",0,n/a,Panini,Dubois,D,D,0,,26,36,936,,,squ_rect,936,toile,t,canvas,1,44,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
L1774-8,L1774,8,0.059701493,R,1774,D/FL,D/FL,D/FL,0,6.214608098,500,1,Rivire glace,"Molenaer (K), Klaes",0,n/a,K. Molenaer,"Rmy, Pierre for Richard (Lyon)",EC,C,1,E,24,28,672,,,squ_rect,672,tableau,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-9,L1774,9,0.067164179,R,1774,G,D/FL,D/FL,1,6.400257445,602,1,Diane avec les Nymphes,"Rottenhammer I, Hans",0,n/a,Jean Rottenhamer,"Tessin, comte de",C,C,0,,14,19,266,,,squ_rect,266,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1774-10,L1774,10,0.074626866,R,1774,G,D/FL,D/FL,1,5.480638923,240,1,Algorie,"Rottenhammer I, Hans",0,n/a,Jean Rottenhamer,"Rmy, Pierre; Langlier, Jacques",D,D,0,,16,23,368,,,squ_rect,368,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L1774-11,L1774,11,0.082089552,R,1774,D/FL,D/FL,D/FL,0,6.429719478,620,1,Diane et Endimion,"Rubens, Peter Paul",0,n/a,Pierre Paul Rubens,"Lebrun, Jean-Baptiste-Pierre",E,E,0,,,,,30,706.5,round,706.5,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L1774-12,L1774,12,0.089552239,R,1774,D/FL,D/FL,D/FL,0,8.699514748,6000,1,Un basse Cour,"Teniers II the Younger, David",0,n/a,David Teniers,"Quenet; Rmy, Pierre",D,D,0,,24,34,816,,,squ_rect,816,cuivre,c,copper,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-13,L1774,13,0.097014925,R,1774,D/FL,D/FL,D/FL,0,6.366470448,582,1,Femme tient un poison bord de mer,"Teniers II the Younger, David",0,n/a,David Teniers,Fournel,D,D,0,,9,13,117,,,squ_rect,117,bois,b,wood,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-14,L1774,14,0.104477612,R,1774,D/FL,D/FL,D/FL,0,5.375278408,216,1,Homme avec deux chevaux et vaches,"Teniers II the Younger, David",0,n/a,David Teniers,Verrier,D,D,0,,9,13,117,,,squ_rect,117,n/a,n/a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-15,L1774,15,0.111940299,R,1774,D/FL,D/FL,D/FL,0,7.148345744,1272,1,Huit joueurs de boule,"Teniers II the Younger, David",0,n/a,David Teniers,Dubois,D,D,0,,12.75,17,216.75,,,squ_rect,216.75,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-16a,L1774,16,0.119402985,R,1774,D/FL,D/FL,D/FL,0,3.693866996,40.2,1,(5) Les sens en cinq tableaux,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,,,,,,squ_rect,,n/a,n/a,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1774-16b,L1774,16,0.119402985,R,1774,D/FL,D/FL,D/FL,0,3.693866996,40.2,1,(5) Les sens en cinq tableaux,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,,,,,,squ_rect,,n/a,n/a,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1774-16c,L1774,16,0.119402985,R,1774,D/FL,D/FL,D/FL,0,3.693866996,40.2,1,(5) Les sens en cinq tableaux,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,7,5,35,,,squ_rect,35,n/a,n/a,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1774-16d,L1774,16,0.119402985,R,1774,D/FL,D/FL,D/FL,0,3.693866996,40.2,1,(5) Les sens en cinq tableaux,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,8,6,48,,,squ_rect,48,n/a,n/a,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1774-16e,L1774,16,0.119402985,R,1774,D/FL,D/FL,D/FL,0,3.693866996,40.2,1,(5) Les sens en cinq tableaux,"Teniers II the Younger, David",0,n/a,David Teniers,"Donjeux, Vincent",D,D,0,,9,7,63,,,squ_rect,63,n/a,n/a,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
L1774-17,L1774,17,0.126865672,R,1774,D/FL,D/FL,D/FL,0,4.094344562,60,1,Marchand d'eau-de-vie,"Teniers II the Younger, David",0,n/a,David Teniers,"Rmy, Pierre",E,E,0,,5.5,3.75,20.625,,,squ_rect,20.625,n/a,n/a,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L1774-18,L1774,18,0.134328358,R,1774,D/FL,D/FL,D/FL,0,2.708050201,15,1,Portrait d'un docteur,"Hals (F), Frans",0,n/a,Frans Hals,"Langlier, Jacques",D,D,0,,43,24,1032,,,squ_rect,1032,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
L1774-19,L1774,19,0.141791045,R,1774,D/FL,D/FL,D/FL,0,6.040254711,420,1,Repos en Egypte,"Poelenberch, Cornelis van",0,n/a,Corneille Poelemburg,"Langlier, Jacques",D,D,0,,12.5,16,200,,,squ_rect,200,bois,b,wood,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-20a,L1774,20,0.149253731,R,1774,D/FL,D/FL,D/FL,0,5.828945618,340,1,"(2) Figures, fabriques & paysages","Poelenberch, Cornelis van",0,n/a,Corneille Poelemburg,Quenet,D,D,0,,6,7.5,45,,,squ_rect,45,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-20b,L1774,20,0.149253731,R,1774,D/FL,D/FL,D/FL,0,5.828945618,340,1,"(2) Figures, fabriques & paysages","Poelenberch, Cornelis van",0,n/a,Corneille Poelemburg,Quenet,D,D,0,,6,7.5,45,,,squ_rect,45,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-21,L1774,21,0.156716418,R,1774,D/FL,D/FL,D/FL,0,6.133398043,461,1,Port de mer  d'Italie,"Asselijn, Jan",0,n/a,Jean Asselin (Krabatje),Dubois,D,D,0,,24,32,768,,,squ_rect,768,n/a,n/a,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-22,L1774,22,0.164179104,R,1774,D/FL,D/FL,D/FL,0,3.713572067,41,1,Vue d'une campagne & une tour,"Asselijn, Jan",0,n/a,Jean Asselin (Krabatje),Chevalier,D,D,0,,48,5.25,252,,,squ_rect,252,cuivre,c,copper,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-23,L1774,23,0.171641791,R,1774,D/FL,D/FL,D/FL,0,5.991464547,400,1,Madeleine pnitente,"Dyck, Sir Anthony van",0,n/a,Antoine Vandick,Fournel,D,D,0,,43,36,1548,,,squ_rect,1548,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L1774-24,L1774,24,0.179104478,R,1774,D/FL,D/FL,D/FL,0,7.467371067,1750,1,Onze figures,"Miel, Jan",0,n/a,Jean Miel,"Rmy, Pierre",E,E,0,,14,18,252,,,squ_rect,252,toile,t,canvas,1,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-25,L1774,25,0.186567164,R,1774,D/FL,D/FL,D/FL,0,7.207859871,1350,1,"Plusieurs arbres, plantes & rivire","Wijnants, Jan",0,n/a,Jean Wynants,"Paillet, Alexandre-Joseph for Veri, Louis-Gabriel, marquis de",DC,C,1,D,21,30,630,,,squ_rect,630,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-26,L1774,26,0.194029851,R,1774,D/FL,D/FL,D/FL,0,6.835184586,930,1,"Homme, femme et enfant","Wijnants, Jan",0,n/a,Jean Wynants,Quenet,D,D,0,,13,16,208,,,squ_rect,208,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-27,L1774,27,0.201492537,R,1774,D/FL,D/FL,D/FL,0,7.012115294,1110,1,NS au temple,"Rijn, Rembrandt Harmenszoon van",0,n/a,Rembrandt van Ryn,"Lebrun, Jean-Baptiste-Pierre",E,E,0,,20,15.75,315,,,squ_rect,315,bois,b,wood,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-28,L1774,28,0.208955224,R,1774,D/FL,D/FL,D/FL,0,6.216606101,501,1,Une tabagie,"Ostade (A), Adriaen van",0,n/a,Adrien van Ostade,"Aubert, Ange-Joseph",D,D,0,,12.5,10.25,128.125,,,squ_rect,128.125,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1774-29,L1774,29,0.21641791,R,1774,D/FL,D/FL,D/FL,0,5.521460918,250,1,Homme tient mn droite pot de terr,"Ostade (A), Adriaen van",0,n/a,Adrien van Ostade,"Le Blanc, Jean-Bernard, abb",D,D,0,,65.5,4,262,,,squ_rect,262,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1774-29,L1774,29,0.21641791,R,1774,D/FL,D/FL,D/FL,0,5.521460918,250,1,Homme veste brune et chapeau,"Ostade (A), Adriaen van",0,n/a,Adrien van Ostade,"Le Blanc, Jean-Bernard, abb",D,D,0,,65.5,4,262,,,squ_rect,262,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
L1774-30,L1774,30,0.223880597,R,1774,D/FL,D/FL,D/FL,0,8.517393171,5001,1,"Jeune fille clavicin , table couvrt tapis","Dou, Gerrit",0,n/a,Grad Dow,"Rmy, Pierre; Boileau, Nicolas-Franois-Jacques",D,D,0,,14,10.5,147,,,squ_rect,147,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-31,L1774,31,0.231343284,R,1774,D/FL,D/FL,D/FL,0,7.783224016,2400,1,Marchande de poison,"Metsu, Gabriel",0,n/a,Gabriel Metzu,"Donjeux, Vincent",D,D,0,,17,15,255,,,squ_rect,255,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-32,L1774,32,0.23880597,R,1774,D/FL,D/FL,D/FL,0,5.774551546,322,1,Femme assise a genoux,"Metsu, Gabriel",0,n/a,Gabriel Metzu,"Langlier, Jacques",D,D,0,,9,7,63,,,squ_rect,63,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-33,L1774,33,0.246268657,R,1774,D/FL,D/FL,D/FL,0,5.480638923,240,1,Matelot,"Metsu, Gabriel",0,n/a,Gabriel Metzu,"Lebrun, Jean-Baptiste-Pierre",E,E,0,,8,7,56,,,squ_rect,56,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
L1774-34,L1774,34,0.253731343,R,1774,D/FL,D/FL,D/FL,0,8.699681401,6001,1,Une Foire,"Wouwerman, Philips",0,n/a,Philippe Wouwerman,Dubois,D,D,0,,26,30,780,,,squ_rect,780,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-35,L1774,35,0.26119403,R,1774,D/FL,D/FL,D/FL,0,8.080237416,3230,1,March prs d'une vill Etats d'Hollande,"Wouwerman, Philips",0,n/a,Philippe Wouwerman,"Donjeux, Vincent",D,D,0,,22,24,528,,,squ_rect,528,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-36,L1774,36,0.268656716,R,1774,D/FL,D/FL,D/FL,0,8.293799609,3999,1,Halte de cavaliers,"Wouwerman, Philips",0,n/a,Philippe Wouwerman,"Langlier, Jacques",D,D,0,,17.25,15.25,263.0625,,,squ_rect,263.0625,bois,b,wood,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
L1774-37,L1774,37,0.276119403,R,1774,D/FL,D/FL,D/FL,0,6.396929655,600,1,Un Hives,"Wouwerman, Philips",0,n/a,Philippe Wouwerman,"Langlier, Jacques",D,D,0,,13,18,234,,,squ_rect,234,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L1774-38,L1774,38,0.28358209,R,1774,D/FL,D/FL,D/FL,0,6.909753282,1002,1,Keremesse ou Fete de village,"Wouwerman, Philips",0,n/a,Philippe Wouwerman,"Donjeux, Vincent; Dubois",D,D,0,,24,28,672,,,squ_rect,672,toile,t,canvas,1,37,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
